Date,Name,Year,Letterboxd URI,Rating
2019-01-21,The Lobster,2015,https://letterboxd.com/film/the-lobster/,4
2019-01-21,We Need to Talk About Kevin,2011,https://letterboxd.com/film/we-need-to-talk-about-kevin/,4
2019-01-23,The Terminator,1984,https://letterboxd.com/film/the-terminator/,3.5
2019-01-29,Terminator 2: Judgment Day,1991,https://letterboxd.com/film/terminator-2-judgment-day/,4
2019-01-30,Last Girl Standing,2015,https://letterboxd.com/film/last-girl-standing/,3.5
2019-02-02,Fireback,1983,https://letterboxd.com/film/fireback/,3
2019-02-03,Cape Fear,1991,https://letterboxd.com/film/cape-fear-1991/,3
2019-02-03,The Dead Zone,1983,https://letterboxd.com/film/the-dead-zone/,3.5
2019-02-05,The Violent Years,1956,https://letterboxd.com/film/the-violent-years/,4
2019-02-07,Bad Girls Go to Hell,1965,https://letterboxd.com/film/bad-girls-go-to-hell/,3.5
2019-02-08,The Prodigy,2019,https://letterboxd.com/film/the-prodigy-2019/,3
2019-02-09,Shocking Dark,1989,https://letterboxd.com/film/shocking-dark/,2.5
2019-02-10,All the Colors of Giallo,2019,https://letterboxd.com/film/all-the-colors-of-giallo/,2.5
2019-02-10,Cathy's Curse,1977,https://letterboxd.com/film/cathys-curse/,3.5
2019-02-10,"Another Day, Another Man",1966,https://letterboxd.com/film/another-day-another-man/,3.5
2019-02-12,Horror Noire: A History of Black Horror,2019,https://letterboxd.com/film/horror-noire-a-history-of-black-horror/,4.5
2019-02-16,That's Sexploitation!,2013,https://letterboxd.com/film/thats-sexploitation/,3.5
2019-02-19,The Butterfly Effect,2004,https://letterboxd.com/film/the-butterfly-effect/,2
2019-02-20,Star Kid,1998,https://letterboxd.com/film/star-kid/,2.5
2019-02-21,Low Blow,1986,https://letterboxd.com/film/low-blow/,3.5
2019-02-23,Final Destination 2,2003,https://letterboxd.com/film/final-destination-2/,3
2019-02-25,Scarecrows,1988,https://letterboxd.com/film/scarecrows/,3
2019-02-25,The Spell,1977,https://letterboxd.com/film/the-spell/,3.5
2019-02-26,Spider-Man: Into the Spider-Verse,2018,https://letterboxd.com/film/spider-man-into-the-spider-verse/,5
2019-03-01,Reckless Decision,1933,https://letterboxd.com/film/reckless-decision/,2.5
2019-03-02,Apollo 11,2019,https://letterboxd.com/film/apollo-11-2019/,4.5
2019-03-03,Polk County Pot Plane,1977,https://letterboxd.com/film/polk-county-pot-plane/,2.5
2019-03-04,Burial Ground,1981,https://letterboxd.com/film/burial-ground/,3
2019-03-06,Leaving Neverland,2019,https://letterboxd.com/film/leaving-neverland/,4
2019-03-06,Mommy Dead and Dearest,2017,https://letterboxd.com/film/mommy-dead-and-dearest/,4
2019-03-10,Blood Beat,1983,https://letterboxd.com/film/blood-beat/,3.5
2019-03-11,Love You To Death,2019,https://letterboxd.com/film/love-you-to-death-2019/,3.5
2019-03-12,Death Wish,1974,https://letterboxd.com/film/death-wish/,2.5
2019-03-12,There's Something Wrong with Aunt Diane,2011,https://letterboxd.com/film/theres-something-wrong-with-aunt-diane/,3.5
2019-03-13,Invasion U.S.A.,1985,https://letterboxd.com/film/invasion-usa-1985/,3
2019-03-13,Death Wish II,1982,https://letterboxd.com/film/death-wish-ii/,2.5
2019-03-16,Cléo from 5 to 7,1962,https://letterboxd.com/film/cleo-from-5-to-7/,5
2019-03-16,Vivre Sa Vie,1962,https://letterboxd.com/film/vivre-sa-vie/,3.5
2019-03-17,The Possessed,1975,https://letterboxd.com/film/the-possessed-1975-1/,4
2019-03-17,I Am Divine,2013,https://letterboxd.com/film/i-am-divine/,4.5
2019-03-17,The Devil's Hand,1961,https://letterboxd.com/film/the-devils-hand/,2.5
2019-03-17,Two Thousand Maniacs!,1964,https://letterboxd.com/film/two-thousand-maniacs/,2.5
2019-03-18,Wendy and Lucy,2008,https://letterboxd.com/film/wendy-and-lucy/,4
2019-03-18,Inception,2010,https://letterboxd.com/film/inception/,4.5
2019-03-20,Final Voyage,2000,https://letterboxd.com/film/final-voyage/,2.5
2019-03-21,The Inventor: Out for Blood in Silicon Valley,2019,https://letterboxd.com/film/the-inventor-out-for-blood-in-silicon-valley/,3
2019-03-23,"A Smell of Honey, a Swallow of Brine",1966,https://letterboxd.com/film/a-smell-of-honey-a-swallow-of-brine/,3.5
2019-03-24,A Sweet Sickness,1968,https://letterboxd.com/film/a-sweet-sickness/,2.5
2019-03-24,Teen-Age Strangler,1964,https://letterboxd.com/film/teen-age-strangler/,3.5
2019-03-25,The Brick Dollhouse,1967,https://letterboxd.com/film/the-brick-dollhouse/,3
2019-03-25,King Cohen: The Wild World of Filmmaker Larry Cohen,2017,https://letterboxd.com/film/king-cohen-the-wild-world-of-filmmaker-larry-cohen/,3.5
2019-03-25,Jail Bait,1954,https://letterboxd.com/film/jail-bait-1954/,3
2019-03-27,Snuff,1976,https://letterboxd.com/film/snuff/,2.5
2019-03-27,Twisted Pair,2018,https://letterboxd.com/film/twisted-pair/,3.5
2019-03-28,Criminally Insane,1975,https://letterboxd.com/film/criminally-insane/,3.5
2019-03-29,The Touch of Her Flesh,1967,https://letterboxd.com/film/the-touch-of-her-flesh/,2.5
2019-04-01,C.H.U.D.,1984,https://letterboxd.com/film/chud/,1.5
2019-04-03,Legacy of Satan,1974,https://letterboxd.com/film/legacy-of-satan/,3.5
2019-04-04,Indecent Desires,1968,https://letterboxd.com/film/indecent-desires/,2.5
2019-04-04,For All Mankind,1989,https://letterboxd.com/film/for-all-mankind/,4.5
2019-04-05,D.E.B.S.,2004,https://letterboxd.com/film/debs/,4
2019-04-06,Castle Freak,1995,https://letterboxd.com/film/castle-freak/,2.5
2019-04-06,Cop Hater,1958,https://letterboxd.com/film/cop-hater/,3
2019-04-06,Uncle Sam,1996,https://letterboxd.com/film/uncle-sam/,2.5
2019-04-07,The Curse of Her Flesh,1968,https://letterboxd.com/film/the-curse-of-her-flesh/,3.5
2019-04-07,The Killing of America,1981,https://letterboxd.com/film/the-killing-of-america/,3
2019-04-07,The Kiss of Her Flesh,1968,https://letterboxd.com/film/the-kiss-of-her-flesh/,3
2019-04-07,Possum,2018,https://letterboxd.com/film/possum/,4
2019-04-09,Deadly Weapons,1974,https://letterboxd.com/film/deadly-weapons/,4
2019-04-11,Double Agent 73,1974,https://letterboxd.com/film/double-agent-73/,3.5
2019-04-13,Death Wish 3,1985,https://letterboxd.com/film/death-wish-3/,3
2019-04-14,Thunder Road,2018,https://letterboxd.com/film/thunder-road-2018/,4
2019-04-14,Deadly Duo,1962,https://letterboxd.com/film/deadly-duo-1962/,2
2019-04-14,The Girls from Thunder Strip,1970,https://letterboxd.com/film/the-girls-from-thunder-strip/,1.5
2019-04-15,Stalkers,2013,https://letterboxd.com/film/stalkers/,2.5
2019-04-16,The Cry Baby Killer,1958,https://letterboxd.com/film/the-cry-baby-killer/,2.5
2019-04-17,Us,2019,https://letterboxd.com/film/us-2019/,4
2019-04-20,Truck Stop Women,1974,https://letterboxd.com/film/truck-stop-women/,3
2019-04-20,"Hot Skin, Cold Cash",1965,https://letterboxd.com/film/hot-skin-cold-cash/,2.5
2019-04-21,Madman,1981,https://letterboxd.com/film/madman/,1.5
2019-04-21,The Teacher,1974,https://letterboxd.com/film/the-teacher/,2
2019-04-21,Mission Control: The Unsung Heroes of Apollo,2017,https://letterboxd.com/film/mission-control-the-unsung-heroes-of-apollo/,3.5
2019-04-22,Wild Weed,1949,https://letterboxd.com/film/wild-weed/,2.5
2019-04-22,I Am Here....Now,2009,https://letterboxd.com/film/i-am-herenow/,2
2019-04-23,Test Tube Babies,1948,https://letterboxd.com/film/test-tube-babies/,1.5
2019-04-24,Solarbabies,1986,https://letterboxd.com/film/solarbabies/,2.5
2019-04-25,The Endless,2017,https://letterboxd.com/film/the-endless/,3.5
2019-04-27,Demon Wind,1990,https://letterboxd.com/film/demon-wind/,3
2019-04-28,Something Weird,1967,https://letterboxd.com/film/something-weird/,3.5
2019-05-01,Pet Sematary,2019,https://letterboxd.com/film/pet-sematary-2019/,1
2019-05-02,She-Devils on Wheels,1968,https://letterboxd.com/film/she-devils-on-wheels/,4
2019-05-02,Just for the Hell of It,1968,https://letterboxd.com/film/just-for-the-hell-of-it/,3
2019-05-04,"Extremely Wicked, Shockingly Evil and Vile",2019,https://letterboxd.com/film/extremely-wicked-shockingly-evil-and-vile/,2.5
2019-05-07,She-Man: A Story of Fixation,1967,https://letterboxd.com/film/she-man-a-story-of-fixation/,3.5
2019-05-09,Let Me Die a Woman,1977,https://letterboxd.com/film/let-me-die-a-woman/,3.5
2019-05-10,Dressed to Kill,1980,https://letterboxd.com/film/dressed-to-kill-1980/,4
2019-05-11,Code of Silence,1985,https://letterboxd.com/film/code-of-silence/,3
2019-05-11,BlacKkKlansman,2018,https://letterboxd.com/film/blackkklansman/,4
2019-05-11,The Unknown Known,2013,https://letterboxd.com/film/the-unknown-known/,3
2019-05-12,My Brother's Wife,1966,https://letterboxd.com/film/my-brothers-wife/,3.5
2019-05-13,Back to the Future,1985,https://letterboxd.com/film/back-to-the-future/,4.5
2019-05-14,Scum of the Earth!,1963,https://letterboxd.com/film/scum-of-the-earth/,3.5
2019-05-17,Herschell Gordon Lewis: The Godfather of Gore,2010,https://letterboxd.com/film/herschell-gordon-lewis-the-godfather-of-gore/,3
2019-05-20,Pink Flamingos,1972,https://letterboxd.com/film/pink-flamingos/,5
2019-05-22,Antropophagus,1980,https://letterboxd.com/film/antropophagus/,3
2019-05-26,The Wicker Man,2006,https://letterboxd.com/film/the-wicker-man-2006/,2
2019-05-27,The Silence,2019,https://letterboxd.com/film/the-silence-2019/,2
2019-05-29,The Hole in the Ground,2019,https://letterboxd.com/film/the-hole-in-the-ground-2019/,4
2019-06-01,Psychos in Love,1987,https://letterboxd.com/film/psychos-in-love/,4
2019-06-04,But I'm a Cheerleader,1999,https://letterboxd.com/film/but-im-a-cheerleader/,4
2019-06-06,They Paid with Bullets: Chicago 1929,1969,https://letterboxd.com/film/they-paid-with-bullets-chicago-1929/,2.5
2019-06-07,Hide and Seek,2005,https://letterboxd.com/film/hide-and-seek/,2.5
2019-06-08,Taking Lives,2004,https://letterboxd.com/film/taking-lives/,1
2019-06-10,Tombs of the Blind Dead,1972,https://letterboxd.com/film/tombs-of-the-blind-dead/,3
2019-06-10,Assault in Paradise,1977,https://letterboxd.com/film/assault-in-paradise/,3.5
2019-06-13,The Nun,2018,https://letterboxd.com/film/the-nun-2018/,2
2019-06-15,Heroes for Hire,1984,https://letterboxd.com/film/heroes-for-hire/,2.5
2019-06-16,Backcountry,2014,https://letterboxd.com/film/backcountry/,2
2019-06-18,Chained for Life,1952,https://letterboxd.com/film/chained-for-life/,2.5
2019-06-20,Hollywood Vice Squad,1986,https://letterboxd.com/film/hollywood-vice-squad/,2.5
2019-06-20,The Driller Killer,1979,https://letterboxd.com/film/the-driller-killer/,3.5
2019-06-23,Masters of the Universe,1987,https://letterboxd.com/film/masters-of-the-universe/,3
2019-06-26,God Knows Where I Am,2016,https://letterboxd.com/film/god-knows-where-i-am/,3.5
2019-06-27,The Sixth Sense,1999,https://letterboxd.com/film/the-sixth-sense/,4.5
2019-07-03,Midsommar,2019,https://letterboxd.com/film/midsommar/,4
2019-07-04,The 400 Blows,1959,https://letterboxd.com/film/the-400-blows/,5
2019-07-06,Fatal Bond,1991,https://letterboxd.com/film/fatal-bond/,2
2019-07-12,Thought Crimes,2015,https://letterboxd.com/film/thought-crimes/,2.5
2019-07-12,"I Love You, Now Die: The Commonwealth v. Michelle Carter",2019,https://letterboxd.com/film/i-love-you-now-die-the-commonwealth-v-michelle-carter/,4
2019-07-13,Munchausen,2013,https://letterboxd.com/film/munchausen/,3
2019-07-21,Secret Obsession,2019,https://letterboxd.com/film/secret-obsession/,2.5
2019-07-22,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,https://letterboxd.com/film/a-nightmare-on-elm-street-part-2-freddys-revenge/,3
2019-07-22,A Nightmare on Elm Street 3: Dream Warriors,1987,https://letterboxd.com/film/a-nightmare-on-elm-street-3-dream-warriors/,3
2019-07-24,The Immoral Three,1975,https://letterboxd.com/film/the-immoral-three/,3
2019-07-24,The Invasion,2007,https://letterboxd.com/film/the-invasion/,3
2019-07-25,Bob le Flambeur,1956,https://letterboxd.com/film/bob-le-flambeur/,5
2019-07-26,Free Radicals: A History of Experimental Film,2012,https://letterboxd.com/film/free-radicals-a-history-of-experimental-film/,3
2019-07-27,Rats: Night of Terror,1984,https://letterboxd.com/film/rats-night-of-terror/,3.5
2019-07-29,Flowers in the Attic,2014,https://letterboxd.com/film/flowers-in-the-attic-2014/,2.5
2019-07-30,Bad Black,2016,https://letterboxd.com/film/bad-black/,5
2019-07-31,78/52,2017,https://letterboxd.com/film/78-52/,3.5
2019-07-31,Once Upon a Time… in Hollywood,2019,https://letterboxd.com/film/once-upon-a-time-in-hollywood/,4
2019-08-01,The Great Hack,2019,https://letterboxd.com/film/the-great-hack/,3
2019-08-01,Bad Lieutenant,1992,https://letterboxd.com/film/bad-lieutenant/,4
2019-08-01,Hot Cars,1956,https://letterboxd.com/film/hot-cars/,3.5
2019-08-03,Garry Winogrand: All Things Are Photographable,2018,https://letterboxd.com/film/garry-winogrand-all-things-are-photographable/,4
2019-08-04,Dial M for Murder,1954,https://letterboxd.com/film/dial-m-for-murder/,4
2019-08-04,Luz,2018,https://letterboxd.com/film/luz-2018/,4.5
2019-08-05,The Watcher,2016,https://letterboxd.com/film/the-watcher-2016/,2.5
2019-08-06,Freddy's Dead: The Final Nightmare,1991,https://letterboxd.com/film/freddys-dead-the-final-nightmare/,2
2019-08-07,The Bye Bye Man,2017,https://letterboxd.com/film/the-bye-bye-man/,1
2019-08-08,The Autopsy of Jane Doe,2016,https://letterboxd.com/film/the-autopsy-of-jane-doe/,3
2019-08-09,The Conversation,1974,https://letterboxd.com/film/the-conversation/,4.5
2019-08-13,Chained Girls,1965,https://letterboxd.com/film/chained-girls/,2.5
2019-08-14,A Nightmare on Elm Street: The Dream Child,1989,https://letterboxd.com/film/a-nightmare-on-elm-street-the-dream-child/,1
2019-08-14,Girl Gang,1954,https://letterboxd.com/film/girl-gang/,2.5
2019-08-15,Meshes of the Afternoon,1943,https://letterboxd.com/film/meshes-of-the-afternoon/,5
2019-08-15,Eaux d'artifice,1953,https://letterboxd.com/film/eaux-dartifice/,3.5
2019-08-16,Hard Ticket to Hawaii,1987,https://letterboxd.com/film/hard-ticket-to-hawaii/,4
2019-08-17,Red Roses of Passion,1966,https://letterboxd.com/film/red-roses-of-passion/,4
2019-08-17,Olivia,1951,https://letterboxd.com/film/olivia-1951/,3.5
2019-08-18,Moonstruck,1987,https://letterboxd.com/film/moonstruck/,3
2019-08-19,"The Life and Death of 9413, a Hollywood Extra",1928,https://letterboxd.com/film/the-life-and-death-of-9413-a-hollywood-extra/,3.5
2019-08-19,Fitzcarraldo,1982,https://letterboxd.com/film/fitzcarraldo/,4
2019-08-20,Burden of Dreams,1982,https://letterboxd.com/film/burden-of-dreams/,3.5
2019-08-23,High School Hellcats,1958,https://letterboxd.com/film/high-school-hellcats/,3.5
2019-08-25,Deadly Switch,2019,https://letterboxd.com/film/deadly-switch/,1
2019-08-30,The Great Silence,1968,https://letterboxd.com/film/the-great-silence/,4
2019-08-31,Moonlighting Wives,1966,https://letterboxd.com/film/moonlighting-wives/,4
2019-08-31,Cannibal Holocaust,1980,https://letterboxd.com/film/cannibal-holocaust/,3.5
2019-09-01,Night Moves,2013,https://letterboxd.com/film/night-moves-2013/,4
2019-09-01,Strangers on a Train,1951,https://letterboxd.com/film/strangers-on-a-train/,4
2019-09-02,The Decline of Western Civilization,1981,https://letterboxd.com/film/the-decline-of-western-civilization/,4
2019-09-02,Psycho Stripper,2019,https://letterboxd.com/film/psycho-stripper/,0.5
2019-09-03,Big Trouble in Little China,1986,https://letterboxd.com/film/big-trouble-in-little-china/,4
2019-09-04,Hunt to Kill,2010,https://letterboxd.com/film/hunt-to-kill/,2.5
2019-09-06,Mystery of the Seeing Hand and Golden Sphere,2010,https://letterboxd.com/film/mystery-of-the-seeing-hand-and-golden-sphere/,3
2019-09-08,All the Colors of the Dark,1972,https://letterboxd.com/film/all-the-colors-of-the-dark/,4
2019-09-10,The Third Eye,1966,https://letterboxd.com/film/the-third-eye-1966/,3
2019-09-11,Revenge,2017,https://letterboxd.com/film/revenge-2017-1/,4
2019-09-13,The Texas Chainsaw Massacre 2,1986,https://letterboxd.com/film/the-texas-chainsaw-massacre-2/,3.5
2019-09-14,The Vanishing,1988,https://letterboxd.com/film/the-vanishing/,4
2019-09-14,Lake Mungo,2008,https://letterboxd.com/film/lake-mungo/,3
2019-09-15,It Chapter Two,2019,https://letterboxd.com/film/it-chapter-two/,1.5
2019-09-16,The Killing,1956,https://letterboxd.com/film/the-killing/,4
2019-09-18,Kate Plays Christine,2016,https://letterboxd.com/film/kate-plays-christine/,4.5
2019-09-19,Meek's Cutoff,2010,https://letterboxd.com/film/meeks-cutoff/,4
2019-09-22,A Vigilante,2018,https://letterboxd.com/film/a-vigilante/,3.5
2019-09-23,Silver Bullets,2011,https://letterboxd.com/film/silver-bullets/,3
2019-09-26,One Cut of the Dead,2017,https://letterboxd.com/film/one-cut-of-the-dead/,4.5
2019-09-27,My Body Hungers,1967,https://letterboxd.com/film/my-body-hungers/,3.5
2019-10-02,October Sky,1999,https://letterboxd.com/film/october-sky/,4.5
2019-10-03,I Don't Want to Be Born,1975,https://letterboxd.com/film/i-dont-want-to-be-born/,3
2019-10-04,The New York Ripper,1982,https://letterboxd.com/film/the-new-york-ripper/,3.5
2019-10-04,Don't Go in the House,1979,https://letterboxd.com/film/dont-go-in-the-house/,4
2019-10-05,The Taking of Deborah Logan,2014,https://letterboxd.com/film/the-taking-of-deborah-logan/,3
2019-10-05,A Bucket of Blood,1959,https://letterboxd.com/film/a-bucket-of-blood/,5
2019-10-06,Color Me Blood Red,1965,https://letterboxd.com/film/color-me-blood-red/,3
2019-10-06,A Hot Night at the Go-Go Lounge!,1966,https://letterboxd.com/film/a-hot-night-at-the-go-go-lounge/,2.5
2019-10-07,Goth,2003,https://letterboxd.com/film/goth-2003/,3
2019-10-07,The Ritual,2017,https://letterboxd.com/film/the-ritual-2017/,3.5
2019-10-09,Slugs,1988,https://letterboxd.com/film/slugs/,4
2019-10-10,The Psychic,1977,https://letterboxd.com/film/the-psychic/,4
2019-10-10,Threads,1984,https://letterboxd.com/film/threads/,4.5
2019-10-13,Joker,2019,https://letterboxd.com/film/joker-2019/,2.5
2019-10-14,Final Curtain,1957,https://letterboxd.com/film/final-curtain/,2
2019-10-15,Torso,1973,https://letterboxd.com/film/torso/,3.5
2019-10-16,Rabid,1977,https://letterboxd.com/film/rabid/,4
2019-10-16,Lyle,2014,https://letterboxd.com/film/lyle/,4
2019-10-17,Grotesque,1988,https://letterboxd.com/film/grotesque-1988/,3.5
2019-10-17,El Camino: A Breaking Bad Movie,2019,https://letterboxd.com/film/el-camino-a-breaking-bad-movie/,3.5
2019-10-19,New Year's Evil,1980,https://letterboxd.com/film/new-years-evil/,2.5
2019-10-19,The Lighthouse,2019,https://letterboxd.com/film/the-lighthouse-2019/,5
2019-10-19,Uninvited,1988,https://letterboxd.com/film/uninvited/,3.5
2019-10-20,Ghosthouse,1988,https://letterboxd.com/film/ghosthouse/,3.5
2019-10-20,Witchery,1988,https://letterboxd.com/film/witchery/,2.5
2019-10-21,Racket Girls,1951,https://letterboxd.com/film/racket-girls/,2
2019-10-22,Psychomania,1973,https://letterboxd.com/film/psychomania/,3
2019-10-26,The Exorcist III,1990,https://letterboxd.com/film/the-exorcist-iii/,4
2019-10-27,The Amityville Horror,1979,https://letterboxd.com/film/the-amityville-horror/,5
2019-10-28,Stranger in Our House,1978,https://letterboxd.com/film/stranger-in-our-house/,3
2019-10-28,The Little Shop of Horrors,1960,https://letterboxd.com/film/the-little-shop-of-horrors/,5
2019-10-28,Saw,2004,https://letterboxd.com/film/saw/,3
2019-10-28,Scanners,1981,https://letterboxd.com/film/scanners/,3.5
2019-10-29,Macabre,1980,https://letterboxd.com/film/macabre-1980/,3
2019-10-30,Tales from the Darkside: The Movie,1990,https://letterboxd.com/film/tales-from-the-darkside-the-movie/,3.5
2019-10-31,Don't Hang Up,1974,https://letterboxd.com/film/dont-hang-up-1974/,3.5
2019-10-31,Bride of the Monster,1955,https://letterboxd.com/film/bride-of-the-monster/,3.5
2019-11-01,Bloody Moon,1981,https://letterboxd.com/film/bloody-moon/,3
2019-11-01,The Rage: Carrie 2,1999,https://letterboxd.com/film/the-rage-carrie-2/,4
2019-11-02,Boogeymen: The Killer Compilation,2001,https://letterboxd.com/film/boogeymen-the-killer-compilation/,2.5
2019-11-04,Hands of Steel,1986,https://letterboxd.com/film/hands-of-steel/,4
2019-11-04,Glen or Glenda,1953,https://letterboxd.com/film/glen-or-glenda/,4.5
2019-11-04,Halloween 5: The Revenge of Michael Myers,1989,https://letterboxd.com/film/halloween-5-the-revenge-of-michael-myers/,3
2019-11-08,Skinner,1993,https://letterboxd.com/film/skinner/,3
2019-11-08,River of Grass,1994,https://letterboxd.com/film/river-of-grass/,4.5
2019-11-08,Don't Look in the Basement,1973,https://letterboxd.com/film/dont-look-in-the-basement/,2.5
2019-11-09,Stanley,1972,https://letterboxd.com/film/stanley/,3
2019-11-09,9 Deaths of the Ninja,1985,https://letterboxd.com/film/9-deaths-of-the-ninja-1985/,3.5
2019-11-10,Dance Hall Racket,1953,https://letterboxd.com/film/dance-hall-racket/,2.5
2019-11-11,Stray Cat Rock: Delinquent Girl Boss,1970,https://letterboxd.com/film/stray-cat-rock-delinquent-girl-boss/,4
2019-11-14,Terminator: Dark Fate,2019,https://letterboxd.com/film/terminator-dark-fate/,3.5
2019-11-17,Martial Law,1990,https://letterboxd.com/film/martial-law/,3
2019-11-18,Martial Law II: Undercover,1991,https://letterboxd.com/film/martial-law-ii-undercover/,2.5
2019-11-18,Lena's Holiday,1991,https://letterboxd.com/film/lenas-holiday/,2
2019-11-18,Las Vegas Lady,1975,https://letterboxd.com/film/las-vegas-lady/,2
2019-11-23,Robowar,1988,https://letterboxd.com/film/robowar/,3.5
2019-11-26,Vigilante,1983,https://letterboxd.com/film/vigilante/,4
2019-11-26,Eye for an Eye,1996,https://letterboxd.com/film/eye-for-an-eye/,3.5
2019-11-27,Woodshock,2017,https://letterboxd.com/film/woodshock-2017/,3.5
2019-11-27,Dolemite Is My Name,2019,https://letterboxd.com/film/dolemite-is-my-name/,4
2019-11-27,Parasite,2019,https://letterboxd.com/film/parasite-2019/,4.5
2019-11-28,A Taste of Flesh,1967,https://letterboxd.com/film/a-taste-of-flesh/,3
2019-11-30,Brain of Blood,1971,https://letterboxd.com/film/brain-of-blood/,3
2019-11-30,The Nightingale,2018,https://letterboxd.com/film/the-nightingale-2018/,4
2019-11-30,Snowpiercer,2013,https://letterboxd.com/film/snowpiercer/,3
2019-12-03,Mondo Cane,1962,https://letterboxd.com/film/mondo-cane/,2
2019-12-03,The Ice House,1969,https://letterboxd.com/film/the-ice-house-1969/,3
2019-12-03,All About Christmas Eve,2012,https://letterboxd.com/film/all-about-christmas-eve/,1.5
2019-12-05,Dolemite,1975,https://letterboxd.com/film/dolemite/,4.5
2019-12-05,The Sex Perils of Paulette,1965,https://letterboxd.com/film/the-sex-perils-of-paulette/,3
2019-12-06,Curse of the Vampires,1966,https://letterboxd.com/film/curse-of-the-vampires/,3
2019-12-07,Stripped to Kill,1987,https://letterboxd.com/film/stripped-to-kill/,3
2019-12-09,The Queen,1968,https://letterboxd.com/film/the-queen/,4.5
2019-12-09,Dial Code Santa Claus,1989,https://letterboxd.com/film/dial-code-santa-claus/,4
2019-12-10,The Irishman,2019,https://letterboxd.com/film/the-irishman-2019/,4.5
2019-12-10,Gremlins,1984,https://letterboxd.com/film/gremlins/,4
2019-12-11,The Hookers,1967,https://letterboxd.com/film/the-hookers/,2.5
2019-12-13,Booksmart,2019,https://letterboxd.com/film/booksmart/,4.5
2019-12-13,High Life,2018,https://letterboxd.com/film/high-life-2018/,4
2019-12-14,The Wind,2018,https://letterboxd.com/film/the-wind-2018/,3.5
2019-12-14,The Human Tornado,1976,https://letterboxd.com/film/the-human-tornado/,4
2019-12-15,A Girl Walks Home Alone at Night,2014,https://letterboxd.com/film/a-girl-walks-home-alone-at-night/,4.5
2019-12-17,Mary Jane's Not a Virgin Anymore,1996,https://letterboxd.com/film/mary-janes-not-a-virgin-anymore/,4.5
2019-12-17,I Was a Teenage Serial Killer,1993,https://letterboxd.com/film/i-was-a-teenage-serial-killer/,4.5
2019-12-21,Orgy of the Dead,1965,https://letterboxd.com/film/orgy-of-the-dead/,4.5
2019-12-21,Fanny & Alexander,1982,https://letterboxd.com/film/fanny-alexander/,5
2019-12-22,Fleshpot on 42nd Street,1973,https://letterboxd.com/film/fleshpot-on-42nd-street/,4
2019-12-28,Zombie 3,1988,https://letterboxd.com/film/zombie-3/,3.5
2019-12-28,Uncut Gems,2019,https://letterboxd.com/film/uncut-gems/,4.5
2019-12-29,Humanoids from the Deep,1980,https://letterboxd.com/film/humanoids-from-the-deep/,3.5
2019-12-29,Ecco,1963,https://letterboxd.com/film/ecco/,3.5
2019-12-29,The Forbidden,1966,https://letterboxd.com/film/the-forbidden/,3
2019-12-29,The Notorious Bettie Page,2005,https://letterboxd.com/film/the-notorious-bettie-page/,3.5
2019-12-31,The Hitch-Hiker,1953,https://letterboxd.com/film/the-hitch-hiker/,4
2019-12-31,Rage to Kill,1988,https://letterboxd.com/film/rage-to-kill/,3
2020-01-01,Green,2011,https://letterboxd.com/film/green-2011/,3
2020-01-01,Always Shine,2016,https://letterboxd.com/film/always-shine/,4
